missing,gender,ethnicit,race1,race2,race3,race4,race5,race6,race7,eas01,eas02,eas03,eas04,eas05,eas06,eas07,eas08,eas09,eas10,eas11,eas12,eas13,eas14,eas15,eas16,eas17,eas18,eas19,eas20,eas21,eas22,eas23,eas24,eas25,eas26,eas27,eas28,eas29,eas30,eas31,eas32,eas33,eas34,eas35,eas36,eas37,eas38,eas39,eas40,eas41,eas42,eas43,eas44,eas45,eas46,eas47,eas48,eas49,eas50,eas51,eas52,eas53,eas54,eas55,eas56,eas57,eas58,eas59,eas60,eas61,eas62,EAS23REV,EAS30REV,EAS06RV,EAS12RV,EAS18RV,EAS24RV,EAS29RV,EAS37RV,EAS43RV,EAS48RV,EAS53RV,EAS57RV,EAS62RV,bfin01,bfin02,bfin03,bfin04,bfin05,bfin06,bfin07,bfin08,BFINEURO,EABEHAV,EADEVAL,EAPROCRA,EADISTRA,EAREPRES,EATOLERA,EATOLREV,MEAQTOT,MEAQBV
0,1,1,0,0,0,0,1,0,0,5,4,4,2,2,6,3,5,5,2,4,5,2,2,5,2,2,2,5,4,2,4,5,4,1,2,4,2,5,5,4,3,4,6,2,3,5,3,5,5,2,2,4,4,4,2,2,1,2,4,4,2,4,4,4,2,5,5,5,1,5,6,2,2,1,2,5,3,2,2,3,6,3,2,1,1,5,4,3,5,4,5,4,19,43,50,17,31,25,47,30,196,47
0,1,1,0,0,0,0,1,0,0,4,2,2,5,3,3,2,5,4,2,5,5,3,3,3,2,3,4,3,4,1,3,5,5,2,4,3,1,2,6,2,3,3,4,4,2,4,3,3,3,5,2,3,2,4,2,2,4,1,2,4,3,5,3,5,2,4,1,4,2,3,4,2,1,4,2,3,2,5,3,4,3,2,3,3,1,4,1,4,5,2,5,4,16,43,32,18,21,32,43,34,180,43
0,0,1,0,0,0,0,1,0,0,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,2,5,2,5,5,5,5,2,5,2,5,2,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,2,2,4,2,4, ,4,4,4,4, ,49,59,29,32,56,52,25,250,66
0,1,1,0,0,0,0,1,0,0,4,6,2,4,6,5,2,2,4,3,6,3,4,2,5,1,6,2,4,2,1,1,3,4,6,3,4,2,2,2,5,3,2,6,4,6,1,4,2,1,4,5,2,6,2,1,6,2,1,4,2,2,3,6,2,3,1,1,1,1,4,2,4,5,2,4,5,3,5,6,5,5,4,6,5,5,1,5,5,1,5,1,5,40,25,58,40,19,31,27,50,223,54
0,1,1,0,0,0,0,1,0,0,6,2,3,2,5,5,2,1,3,1,1,6,2,1,6,5,1,5,2,3,1,3,5,5,2,1,4,1,5,5,2,2,3,3,1,5,5,5,1,1,1,1,6,4,1,4,1,6,1,1,1,1,5,3,1,1,5,1,1,1,1,5,2,2,2,1,2,2,2,2,1,1,2,2,2,3,2,4,3,3,4,3,3,27,19,30,16,23,22,58,19,129,30
0,1,1,0,1,0,0,0,0,0,4,5,2,3,5,5,2,3,3,2,5,4,2,4,3,2,2,4,5,4,5,3,4,5,5,4,4,2,5,4,4,2,2,3,3,3,6,5,2,2,2,2,5,2,3,2,2,5,2,1,2,3,6,4,4,2,3,1,4,2,2,5,3,3,2,3,3,2,2,1,2,2,1,4,2,2,3,4,4,4,4,3,4,26,36,41,22,19,33,53,24,175,39
0,0,1,0,0,0,0,1,0,0,4,6,5,3,5,3,2,2,5,1,5,5,5,3,5,6,3,5,3,4,3,5,3,5,1,4,4,2,5,3,4,3,4,4,4,4,5,2,3,5,3,2,5,2,2,4,4,4,3,3,2,2,5,5,2,3,5,2,3,3,3,5,4,4,4,2,2,2,2,2,2,3,2,2,2,1,4,4,1,4,4,4,1,17,32,42,27,33,41,52,25,200,41
0,1,1,0,0,0,0,1,0,0,5,3,4,2,3,5,1,1,4,1,1,5,2,1,5,2,1,3,2,3,2,5,5,5,2,4,2,1,5,6,4,2,3,2,2,3,4,4,2,4,2,3,4,3,4,2,2,4,1,1,2,2,5,3,4,1,5,2,2,1,4,3,2,1,2,2,4,2,2,3,3,3,2,2,4,3,3,4,5,4,3,3,4,27,30,33,14,27,21,48,29,154,33
0,0,1,0,0,0,0,1,0,0,3,3,3,4,3,5,2,2,2,2,4,5,4,2,3,4,4,3,1,2,5,3,3,5,1,1,2,2,4,4,3,2,2,1,2,2,5,2,2,1,3,2,4,2,2,2,2,5,3,3,2,4,5,1,2,4,3,1,2,2,1,5,4,3,2,2,4,2,3,2,3,2,2,4,2,2,3,4,4,4,3,4,3,23,22,25,20,16,41,49,28,152,33
0,1,1,0,0,0,0,1,0,0,3,6,5,5,5,4,2,2,5,4,6,4,4,4,3,5,5,2,4,4,4,4,3,2,5,5,5,2,2,2,2,5,5,2,4,5,2,4,2,4,3,5,2,5,5,4,5,2,4,5,5,5,3,5,5,4,2,3,5,4,2,2,4,5,3,3,5,5,5,5,5,5,4,5,5,4,2,4,4,4,4,2,4,30,45,49,36,31,52,27,50,263,69
0,1,1,0,0,0,0,1,0,0,4,5,2,2,5,5,1,2,3,2,5,5,2,2,3,2,4,4,2,3,1,4,6,5,3,4,2,2,5,4,5,3,2,3,2,4,5,6,2,2,2,2,4,5,3,1,1,4,2,2,2,2,4,6,2,1,4,1,2,1,2,3,1,3,2,2,3,2,2,2,3,3,3,3,4,4,1,5,5,1,4,2,5,37,29,43,24,18,21,48,29,164,36
0,1,1,0,0,0,0,1,0,0,3,2,4,2,4,5,1,1,4,2,4,5,2,2,3,4,3,4,3,2,2,3,5,5,2,3,2,2,5,5,3,3,3,2,2,4,3,3,2,3,2,2,4,2,3,3,3,4,2,3,3,2,5,3,2,2,3,2,2,1,1,2,2,2,2,2,3,2,2,4,3,3,2,4,5,2,2,4,4,4,5,4,5,28,26,29,22,22,28,45,32,159,36
0,1,1,1,0,0,0,1,0,0,3,2,4,2,4,5,2,2,4,3,4,5,3,3,5,3,4,4,3,2,2,3,5,4,2,2,3,2,5,5,4,2,4,4,2,4,5,4,3,2,2,2,4,3,3,3,3,4,2,3,2,3,5,2,3,2,5,3,2,2,3,5,2,2,2,2,3,3,2,2,3,3,2,2,2,2,1,5,5,2,4,2,5,34,27,38,23,25,30,51,26,169,40
0,1,1,0,0,0,0,1,0,0,2,3,2,3,5,5,2,2,2,3,5,2,2,1,3,3,5,4,4,2,4,3,4,5,4,4,2,3,4,2,4,4,3,3,2,5,4,5,2,3,4,4,4,5,5,3,4,4,2,2,4,5,3,5,6,3,3,1,4,1,2,4,3,5,2,5,3,2,3,3,3,3,4,4,3,4,2,4,4,3,4,5,3,27,36,42,33,18,39,42,35,203,50
0,0,0,0,0,0,0,1,0,0,4,2,5,1,3,5,2,2,4,1,1,5,4,2,4,2,2,5,2,3,2,3,4,5,3,2,2,1,5,5,4,2,4,2,3,2,5,3,3,4,1,2,5,2,2,2,1,1,1,1,2,2,5,3,1,2,5,2,2,1,4,6,3,2,2,2,2,2,2,2,2,6,2,2,1,1,4,2,2,5,2,5,1,12,25,34,13,26,22,52,25,145,31
0,1,1,0,0,0,0,1,0,0,5,2,4,4,4,5,5,2,4,2,4,5,4,2,4,4,1,5,5,5,3,5,5,5,2,5,4,1,5,4,2,2,5,5,5,5,5,4,2,2,1,2,5,3,4,4,6,4,1,4,2,4,5,4,2,1,5,2,2,2,3,6,2,3,2,2,2,2,2,2,2,3,2,2,1,1,5,4,4,5,3,4,2,18,33,45,25,28,34,55,22,187,41
0,1,1,0,0,0,0,1,0,0,6,2,6,4,6,6,1,5,4,1,6,5,2,2,5,1,2,3,4,5,2,4,6,5,6,5,6,1,2,2,1,6,6,2,1,6,5,4,3,3,2,3,3,2,6,3,2,1,1,4,4,1,3,4,5,1,2,2,4,1,6,4,1,5,1,2,4,2,5,2,4,6,4,5,3,4,2,5,5,2,5,1,4,36,51,40,30,34,20,39,38,213,61
0,1,1,0,0,0,0,1,0,0,5,4,4,4,5,4,3,2,4,2,4,5,5,3,5,4,2,4,4,2,2,4,4,5,4,1,3,2,4,5,5,2,4,2,2,2,5,5,5,4,2,2,4,4,2,3,2,4,2,2,4,2,4,4,2,2,5,4,4,2,4,5,3,2,3,2,3,2,3,2,3,3,3,2,2,2,4,4,3,3,4,3,2,23,32,50,19,28,32,49,28,189,43
0,0,1,0,0,0,0,1,0,0,4,2,4,3,2,4,2,1,1,1,2,6,5,2,2,3,1,3,5,2,3,4,4,5,4,1,4,2,5,4,4,2,3,2,2,2,4,3,1,4,4,3,4,5,2,4,2,1,1,4,2,3,5,5,2,2,4,2,2,2,5,3,3,3,3,1,4,2,2,3,3,6,2,3,4,3,5,3,3,4,4,4,3,21,21,48,15,22,33,44,33,172,43
0,1,1,0,0,0,0,1,0,0,3,4,5,4,4,4,4,3,4,2,4,4,5,3,4,6,4,4,4,4,1,4,5,4,2,3,3,2,3,4,4,3,4,2,4,4,3,6,2,4,4,2,3,2,3,6,3,2,2,3,2,3,3,5,5,4,2,4,3,4,5,2,2,3,3,3,3,3,4,4,4,5,4,5,5,3,2,3,5,1,4,4,5,31,34,50,24,28,44,34,43,223,48
0,1,1,0,0,0,0,1,0,0,3,2,5,2,6,4,1,1,5,1,4,5,4,3,5,3,5,5,3,4,2,4,4,3,3,2,3,1,5,5,4,3,4,2,3,4,3,4,4,4,4,5,4,4,4,4,6,3,2,2,4,2,4,3,3,3,3,2,3,3,3,5,3,2,3,2,2,4,2,4,3,4,3,4,2,4,4,1,1,1,2,4,3,20,34,37,32,30,33,44,33,199,49
0,1,1,0,0,0,0,1,0,0,5,4,4,4,5,5,5,3,4,3,3,3,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,3,3,4,4,4,4,3,3,3,4,4,5,5,4,4,3,3,4,3,2,3,4,3,2,6,6,6,5,5,4,4,3,3,4,3,3,3,2,4,3,2,4,3,4,4,1,3,4,3,2,4,3,2,5,2,4,31,45,54,25,30,50,43,34,238,59
0,1,1,0,0,0,0,1,0,0,6,6,6,5,5,5,4,4,5,4,4,4,5,5,5,4,2,4,4,5,3,5,4,4,4,4,5,5,4,3,4,4,6,4,5,4,4,5,5,5,5,3,4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,5,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,3,23,52,58,26,37,54,45,32,259,65
0,1,1,0,0,0,0,1,0,0,5,6,6,4,6,3,6,1,5,5,6,4,5,3,6,6,6,5,6,6,1,6,3,5,5,2,5,2,5,3,6,5,6,1,1,6,6,6,6,6,1,5,5,6,6,6,6,3,2,6,5,1,5,6,4,1,5,6,5,1,6,4,4,4,4,3,2,2,2,1,2,4,2,2,3,4,1,5, ,1,5,5,4, ,48,71,39,40,35,50,27,260,68
0,1,1,0,0,0,0,1,0,0,1,6,6,1,3,6,1,1,5,1,1,6,6,1,5,1,2,4,6,2,1,5,6,5,2,2,2,1,6,6,4,1,5,6,1,2,6,5,2,1,1,1,5,4,2,1,1,5,1,1,1,1,6,2,1,1,6,1,1,1,5,6,1,1,1,1,3,2,1,1,2,2,1,1,1,2,2,4,4,4,4,2,2,26,15,49,11,29,13,61,16,133,26
0,1,1,0,0,0,0,1,0,0,5,1,2,4,6,2,1,2,2,1,6,3,2,3,5,6,3,5,2,2,4,2,3,5,2,5,2,2,4,1,4,2,2,2,5,5,5,4,3,2,4,2,4,2,5,6,3,5,6,2,4,5,5,5,4,4,4,2,4,3,2,5,4,6,5,4,2,2,3,2,3,2,2,3,2,4,3,5,4,3,5,3,4,31,39,31,31,17,54,47,30,202,44
0,1,1,0,0,0,0,1,0,0,5,5,5,3,5,4,2,4,4,1,5,5,5,4,4,5,5,5,3,2,2,5,5,5,1,6,3,1,4,4,5,5,5,2,2,5,5,2,2,4,2,4,5,3,6,4,4,4,3,2,3,1,5,4,6,1,5,1,4,1,2,5,2,3,3,2,2,2,3,2,2,3,2,2,2,1,5,4,3,5,4,5,3,18,47,37,31,30,28,52,25,198,49
0,0,1,0,0,0,0,1,0,0,3,2,2,2,5,3,4,2,2,2,5,4,2,2,3,4,4,5,3,2,1,2,5,4,2,5,1,2,4,4,2,3,2,4,3,4,4,3,3,1,2,1,5,2,2,3,5,4,1,6,1,2,5,1,1,1,6,2,1,2,6,4,2,3,4,3,2,3,3,3,2,3,2,1,3,2,4,2,2,5,1,3,3,16,25,39,27,13,27,48,29,160,34
0,2,1,0,0,0,0,1,0,0,4,1,4,1,1,5,1,1,6,1,1,6,5,5,4,1,1,1,2,1,1,1,6,5,1,2,2,1,6,6,5,4,3,6,1,3,5,5,4,4,1,1,1,1,2,1,1,1,1,1,2,1,5,1,2,1,4,2,3,1,4,6,1,1,2,1,6,2,1,2,6,6,2,3,1,1,3,4,5,3,4,2,4,28,30,35,9,24,13,45,32,143,31
0,1,1,0,0,0,0,1,0,0,6,6,6,5,6,5,5,6,5,4,6,5,5,6,5,3,4,4,6,6,2,5,5,5,5,5,6,3,5,5,6,4,5,5,5,5,5,6,5,5,3,3,4,5,5,2,3,4,4,5,4,2,4,6,6,2,2,5,6,2,6,5,2,2,2,2,3,2,2,2,3,3,3,5,2,5,1,4,5,2,2,1,5,35,59,71,29,37,39,48,29,264,67
0,0,1,0,0,0,0,1,0,0,3,4,2,2,4,5,5,2,2,1,3,6,3,2,2,1,3,5,5,3,2,2,5,5,4,4,3,2,5,4,4,3,2,1,2,3,5,4,3,2,2,1,5,2,2,2,2,5,1,4,2,2,5,5,3,2,5,3,2,1,2,6,2,3,2,1,2,2,2,2,2,2,2,2,1,4,2,4,2,5,4,5,1,21,29,46,19,15,22,57,20,151,37
0,1,1,0,0,0,0,1,0,0,3,6,4,4,4,4,3,3,5,1,5,5,5,2,4,4,4,5,3,5,2,5,5,5,4,2,5,2,4,5,5,2,5,2,2,4,4,5,3,4,2,2,4,4,4,2,2,2,2,2,3,1,5,5,4,2,4,4,2,4,4,5,2,2,3,2,2,2,3,3,3,5,2,3,2,4,4,4,4,3,4,4,5,28,33,52,23,32,30,47,30,200,47
0,1,1,0,0,0,0,1,0,0,6,2,2,1,1,5,1,1,6,1,1,6,1,1,4,1,3,3,4,3,1,4,6,4,1,1,1,1,5,6,1,1,3,4,1,1,5,4,3,4,1,1,4,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,4,6,1,1,2,1,4,3,2,2,3,6,1,1,1,1,4,4,4,3,3,4,3,22,20,26,9,24,13,51,26,118,18
0,1,1,0,0,0,0,1,0,0,5,4,4,1,5,4,3,2,4,2,3,4,4,2,5,3,2,5,4,4,3,4,6,5,3,4,4,2,4,4,4,2,4,5,2,4,5,4,3,4,2,2,4,3,4,2,4,4,2,3,3,2,5,3,4,2,5,2,4,2,4,4,1,3,3,3,2,2,3,2,3,3,2,2,3,1,4,4,1,4,3,4,2,17,37,46,23,29,26,49,28,189,44
0,1,1,0,0,0,0,1,0,0,3,1,3,2,4,6,1,3,5,1,4,6,2,3,4,1,4,5,4,3,1,4,6,6,1,4,2,1,6,4,1,3,4,1,1,4,4,3,4,4,1,2,6,1,3,1,3,3,1,2,3,1,6,4,3,1,6,1,3,1,4,5,1,3,1,1,2,1,1,3,1,4,1,1,2,1,5,2,2,5,1,5,2,11,35,26,24,26,14,59,18,143,32
0,1,1,0,1,0,0,0,0,0,3,4,4,3,5,4,4,3,3,2,5,4,4,3,5,2,5,4,4,4,3,4,4,4,5,2,4,2,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,4,3,4,4,3,4,5,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,4,4,1,2,3,4,29,37,51,30,28,36,43,34,216,55
0,0,1,0,0,0,0,1,0,0,4,2,2,3,3,5,2,3,4,1,4,5,4,4,3,2,2,4,5,3,4,4,5,5,2,3,4,2,5,3,4,2,4,2,2,2,3,3,2,2,1,3,5,2,3,2,1,5,1,3,2,3,5,3,2,2,5,2,4,1,2,5,2,4,2,2,3,2,2,4,2,2,2,2,2,2,2,4,4,2,4,4,4,28,32,36,19,23,26,52,25,161,40
0,0,1,1,0,0,0,1,0,0,4,2,4,2,5,4,3,4,4,4,5,4,3,4,5,3,4,4,6,4,4,5,6,4,3,5,4,3,4,4,3,2,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,2,4,4,3,4,3,3,1,5,3,4,2,3,5,1,3,3,3,3,3,3,3,3,4,3,2,2,1,5,4,4,5,4,4,2,19,42,43,29,30,36,45,32,212,50
0,0,1,0,0,0,0,1,0,0,5,5,5,4,4,4,2,2,3,2,3,4,4,3,3,2,2,4,5,4,3,4,5,5,5,5,4,4,4,4,3,3,3,5,3,3,3,3,3,3,2,2,5,2,2,2,2,3,1,1,1,1,6,6,1,1,6,1,1,1,1,6,2,3,3,3,3,2,3,4,2,4,1,1,1,1,5,3,2,4,4,4,1,16,30,43,19,25,28,50,27,172,36
0,0,1,0,0,0,0,1,0,0,5,5,4,3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,3,4,3,2,5,4,1,4,4,5,2,17,38,47,24,25,44,38,39,217,51
0,0,1,0,0,0,0,1,0,0,3,6,4,6,3,5,4,3,4,2,4,4,5,3,4,4,4,3,5,4,4,5,4,4,4,2,4,3,4,3,5,3,4,5,3,4,4,6,4,3,4,4,4,5,3,3,3,4,2,4,4,4,4,5,4,5,4,4,4,3,5,4,3,4,2,3,4,3,3,3,3,3,3,3,3,3,4,4,3,5,2,4,1,18,37,63,26,28,46,44,33,233,58
0,1,1,0,1,0,0,1,0,0,3,3,6,2,3,4,2,2,4,1,2,5,3,2,4,4,1,5,2,3,1,3,5,5,2,2,4,1,5,5,2,2,4,3,1,2,5,2,3,4,1,5,5,2,3,2,2,4,1,2,3,1,5,2,2,1,5,1,2,1,2,6,2,2,3,2,2,2,2,2,2,3,2,2,1,2,5,2,3,5,2,5,2,14,27,28,17,29,19,54,23,143,35
0,1,1,0,0,0,0,1,0,0,6,6,4,4,5,3,5,3,3,3,5,3,4,3,3,3,4,3,4,2,3,3,4,4,4,2,3,3,4,2,3,3,3,4,1,5,3,5,4,3,4,4,3,3,2,3,3,2,1,3,4,4,3,5,2,1,3,3,3,2,6,3,3,5,4,4,4,3,3,4,4,5,4,4,4,3,2,4,5,1,5,3,5,34,34,55,31,22,35,34,43,220,47
0,0,1,0,0,0,0,1,0,0,2,2,1,2,3,5,1,1,4,1,4,5,2,2,4,3,4,5,3,2,3,2,4,5,2,4,2,2,5,4,2,2,3,2,3,4,5,3,3,3,2,3,5,2,2,3,3,5,2,2,3,3,4,2,3,3,5,2,3,2,2,5,3,3,2,2,2,2,2,2,2,2,3,2,2,2,4,3,2,4,3,3,2,19,27,27,24,19,32,54,23,152,36
0,0,1,0,0,0,0,1,0,0,6,5,5,4,3,4,2,1,4,2,6,4,5,6,1,4,5,2,5,1,4,2,5,4,6,1,4,2,5,5,5,5,4,2,4,6,1,2,6,5,4,4,2,5,5,4,2,1,4,6,4,4,4,5,5,2,4,5,2,4,6,6,2,2,3,3,5,3,2,6,5,6,3,3,1,2,5,4,5,4,5,5,4,24,42,59,28,25,44,37,40,238,66
0,1,1,0,0,0,0,1,0,0,5,4,3,1,3,5,3,2,4,2,3,5,6,4,5,4,2,6,4,4,3,5,5,5,4,5,5,2,6,6,4,4,4,6,3,5,4,5,4,4,1,4,6,5,5,5,4,4,2,4,4,2,5,5,4,1,5,4,4,1,5,6,2,1,2,2,1,2,1,3,1,3,2,2,1,2,5,3,3,3,4,5,1,18,45,59,22,30,29,57,20,205,55
0,1,1,0,0,0,0,1,0,0,5,2,4,5,5,6,1,1,4,1,4,5,2,1,4,2,4,3,1,1,1,3,5,4,1,3,2,1,4,5,2,2,4,5,6,5,2,4,4,2,5,2,4,3,4,3,1,4,3,3,2,1,5,2,2,1,4,1,1,1,3,4,2,2,1,2,4,3,3,5,3,3,2,3,3,4,4,2,1,3,4,4,2,20,26,30,23,23,32,45,32,166,38
0,0,1,0,0,0,0,1,0,0,6,4,3,3,4,5,3,2,4,1,4,5,4,2,4,4,5,4,4,2,1,3,4,5,3,3,2,3,5,4,3,2,3,3,3,4,5,2,2,3,1,1,6,2,2,2,3,2,1,1,1,1,6,2,1,1,6,4,1,1,3,5,3,3,2,2,3,2,2,2,1,5,1,1,2,1,5,4,1,5,4,5,1,14,24,38,24,22,25,54,23,156,31
0,1,1,0,0,0,0,1,0,0,5,6,4,4,4,4,3,2,3,2,2,5,3,3,4,2,2,4,3,3,2,2,5,4,2,2,3,1,5,4,4,2,3,4,2,2,5,4,2,3,3,2,4,2,2,2,3,3,1,3,2,4,4,4,2,2,5,2,2,2,4,5,2,3,3,2,3,3,2,2,3,4,3,2,2,1,4,4,2,4,4,2,1,20,27,44,18,22,29,48,29,169,35
0,0,1,0,0,0,0,1,0,0,6,6,4,5,5,4,2,3,3,3,4,5,4,3,4,4,5,4,3,4,3,4,5,5,3,4,4,3,3,4,4,5,5,4,3,5,4,6,6,4,4,4,3,3,6,4,5,4,3,2,6,3,4,3,6,3,3,1,6,2,2,4,2,3,3,2,3,2,4,3,4,3,3,4,3,4,2,4,4,2,5,4,5,32,55,43,31,28,42,43,34,233,58
0,1,1,0,0,0,0,1,0,0,4,4,4,5,5,2,4,1,4,2,2,4,3,2,5,1,2,3,3,4,5,4,4,5,3,3,3,2,2,4,3,2,4,5,2,2,3,4,2,3,2,2,1,2,3,1,2,3,2,2,2,3,4,3,4,2,3,2,2,3,4,4,3,3,5,3,4,2,5,4,6,4,3,4,3,1,2,4,5,3,4,3,4,28,29,42,18,27,33,34,43,192,38
0,0,1,0,0,0,0,1,0,0,6,6,3,1,3,6,1,1,3,1,1,1,3,3,3,3,1,6,5,5,1,3,6,6,6,4,6,1,6,5,3,2,6,6,1,3,6,6,1,3,2,2,6,6,3,3,2,5,1,1,1,1,5,6,1,1,6,5,4,1,5,6,1,2,1,6,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,5,1,17,31,59,14,27,18,59,18,167,51
1,1,1,0,0,0,0,1,0,0,3,4,3,3,4,4,2,2,3,1,2,5,4,2,3,5,3,5,4,2,1,4,4,6,3,1,3,2,6,3,4,2,2,4,4,3,5,4,2,3,2,2,5,5,2,3,2,4,2,2,2,1,5,5,2,2,3.76575946841338,2,1,1,2,6,3,4,3,2,2,1,1,2,2,3,2,3.23424053158662,1,2,4,5,5,3,2,4,4,25,21,45,20,21,30,54.7657594684134,22.2342405315866,159.234240531587,34
1,1,1,0,0,0,0,1,0,0,5,2,4,1,2,5,2,2,4,1,2,5,3,3,4,2,2,4,4,3,2,4,5,3,2,2,2,1,5,5,2,4,4,4,2,2,5,3,3,4,2,2,4,2,3,2,1,2,1,2,2,2,5,3,3,2,5,2,2,1,4.24675970556332,5,2,2,2,2,3,4,2,2,3,5,2,2,2,1,5,3,2,5,1,4,1,12,32,35.2467597055633,13,26,21,48,29,156.246759705563,36
1,0,1,0,0,0,0,1,0,0,2,2,2,3,2,5,1,1,2,1,2,5,4,4,2,2,3,5,1,2,1,4,5,2,1,1,2,1,5,5,3,2,2,2,1,2,5,2,2,2,1,2,5,2,2,2,1,1,1,2,1.67661502154174,1,6,2,2,1,5,1,2,1,1,5,2,2,2,2,2,5,2,2,2,6,1,2,2,3,4,4,4,4,3,5,4,23,21.6766150215417,24,14,16,18,49,28,121.676615021542,28
1,1,1,0,0,0,0,1,0,0,6,4,3,3,6,4,3,3,3,3,4,3,3,5,4,3,3,2.88585387875438,4,5,4,3,4,4,3,4,3,3,2,3,3,4,3,3,4,4,4,4,3,3,3,3,3,3,5,3,3,3,3,4,5,3,4,4,5,3,4,3,5,3,3,4,3,4,3,4,4.11414612124562,3,5,3,4,4,3,3,3,3,2,4,4,4,4,3,4,28,50,44,27,22,41,37.8858538787544,39.1141461212456,223.114146121246,56
1,1,1,0,0,0,0,1,0,0,3,1,1,1,2,5,2,1,5,1,4,5,4,2,4,5,4,5,3.19238690960869,4,2,3,5,5,3,2,4,2,5,4,2,1,4,4,2,4,4,5,4,4,2,3,4,2,2,3,3,2,1,3,3,4,4,2,2,2,2,2,2,1,3,1,2,3,2,2,2,2,2,3,3,5,3,5,6,2,4,3,4,3,3,5,2,20,26,36.1923869096087,23,25,28,42,35,173.192386909609,38
1,0,1,0,0,0,0,1,0,0,2,2,2,2,2,6,1,1,1,1,1,6,2,1,6,5,4,6,1,1,1,5,4,6,2,-.29723227997795,1,1,6,6,2,1,4,1,4,1,6,4,2,4,3,1,6,2,2,5,1,6,1,1,2,5,5,2,2,2,1,2,2,2,5,5,3,1,1,1,1,1,1,1,1,1,2,6,2,1,5,3,4,5,4,5,4,19,15.702767720022,27,11,23,35,59,18,129.702767720022,26
1,0,1,0,0,0,0,1,0,0,4,5,4,5,2,4,2,3,5,2,1,5,3,2,4,2,4,4,2,3,4,4,3,4,3,4,3,3,4,4,3,2,4,2,3,3,4,4,3,4,5,3,4,3,3,3,2,3,3,3,2,4,4,5,3,4,5.46424418469276,2,3,3,3,4,4,3,3,2,3,3,3,3,3,4,3,1.53575581530724,3,3,4,4,4,4,4,4,2,23,32,40,18,28,45,45.4642441846928,31.5357558153072,194.535755815307,46
1,1,1,0,0,0,0,1,0,0,3,2,5,5,6,3,2,2,5,4,1,6,6,3,6,2,1,4,6,4,1,5,4,5,3,4,3,1,4,5,4,4,5,3,2,1,6,6,5,3,5,6,6,3,3,4,1,5,4,5,6,3,6,3.77435413233467,5,3,4,3,6,3,3,6,3,2,4,1,3,2,3,1,1,2,1,3,1,4,3,4,5,2,5,3,5,33,45,49.7743541323347,18,32,40,55,22,206.774354132335,56
1,1,1,0,0,0,0,1,0,0,2,4,4,4,4,6,1,1,1.19225219579645,1,4,5,2,2,2,3,4,5,1,2,2,2,5,4,2,4,2,2,5,5,1,1,2,1,1,2,5,2,1,1,3,1,5,2,2,4,2,2,1,2,1,4,5,3,2,2,1,1,2,1,3,5,2,2,1,2,2,3,2,2,2,5,2,6,2,2,5,4,1,5,4,5,1,15,20,25,19,14.1922521957964,30,48,29,137.192252195796,28
1,0,1,0,0,0,0,1,0,0,4,2,2,1,2,5,1,1,3,1,5,5,3,3,1,5,2,5,2,2,1,3,5,5,1,2,2,1,5,5,1,2,1,4,1,2,5,4,2,2,2,2,5,2,1,5,5,5,1,1,1,1,5,2,1,1,4.39313338491961,1,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2.60686661508039,2,1,4,4,1,4,4,4,4,20,21,26,20,14,23,54.3931333849196,22.6068666150804,126.60686661508,25
1,1,1,0,0,0,0,1,0,0,5,5,5,5,4.90184238721255,6,1,2,4,3,6,5,3,3,4,6,6,6,4,4,2,4,4,5,3,2,4,4,6,5,5,3,4,2,3,6,6,3,4,4,3,2,6,3,5,5,5,3,3,2,3,3,6,5,3,3,5,2,4,3,4,4,3,2,1,2,1,2,1,1,1,4,1,2,3,1,4,4,5,4,4,5,2,21,38,42,31.9018423872126,29,46,58,19,205.901842387213,48
1,1,1,0,0,0,0,1,0,0,3,1,3,4,5,6,1,1,2,1,5,4,5,1,3,1,4,5,1,2,1,5,6,6,4,3,2,1,4,4,4,1,4,1,1,3,5,6,4,4,2,2,4,1,2,2,3,5,1,1,3,1,4,1,3,1,5,1,3,1,1.53928724983705,6,1,3,1,3,2,1,3,2,3,2,3,2,1,5,4,4,1,2,5,4,2,25,26,28.5392872498371,25,23,18,54,23,143.539287249837,31
