Age,Gender,Ethnicity,Race,Semestrs,Credits,Suspic,MEAQ01,MEAQ02,MEAQ03,MEAQ04,MEAQ05,MEAQ06,MEAQ07,MEAQ08,MEAQ09,MEAQ10,MEAQ11,MEAQ12,MEAQ13,MEAQ14,MEAQ15,MEAQ16,MEAQ17,MEAQ18,MEAQ19,MEAQ20,MEAQ21,MEAQ22,MEAQ23,MEAQ24,MEAQ25,MEAQ26,MEAQ27,MEAQ28,MEAQ29,MEAQ30,MEAQ31,MEAQ32,MEAQ33,MEAQ34,MEAQ35,MEAQ36,MEAQ37,MEAQ38,MEAQ39,MEAQ40,MEAQ41,MEAQ42,MEAQ43,MEAQ44,MEAQ45,MEAQ46,MEAQ47,MEAQ48,MEAQ49,MEAQ50,MEAQ51,MEAQ52,MEAQ53,MEAQ54,MEAQ55,MEAQ56,MEAQ57,MEAQ58,MEAQ59,MEAQ60,MEAQ61,MEAQ62,MEAQ23RV,MEAQ30RV,MEAQ6RV,MEAQ12RV,MEAQ18RV,MEAQ24RV,MEAQ29RV,MEAQ37RV,MEAQ43RV,MEAQ48RV,MEAQ53RV,MEAQ57RV,MEAQ62RV,EADEVAL,EABEHAV,EADISTRA,EAREPRES,EAPROCRA,EATOLERA,EATOLREV,MEAQTOT,MEAQBV
19,0,0,2,3,13,0,5,3,4,2,2,5,3,4,4,4,4,3,3,4,4,4,3,4,4,4,3,3,3,4,3,4,4,4,4,3,3,3,4,2,3,5,4,5,4,3,2,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,3,2,3,4,3,4,4,4,2,4,3,3,3,3,6,4,3,4,3,39,41,26,44,22,39,38,210,44
27,0,0,1, , ,0,5,5,4,5,5,5,3,4,4,2,5,3,4,4,4,4,5,3,3,4,2,4,4,4,5,5,3,2,2,2,4,3,5,3,4,5,3,4,4,3,4,3,3,5,4,4,3,4,4,5,3,2,3,4,5,4,2,3,3,1,3,3,3,5,2,4,4,3,5,4,4,3,4,5,4,51,44,27,41,31,35,42,236,61
 ,0, ,1, , ,0,5,5,6,3,5,5,1,3,6,4,5,5,4,4,5,4,5,5,3,5,1,6,3,6,4,5,5,2,6,6,4,4,6,1,6,4,6,4,6,6,5,2,6,4,6,5,2,6,3,1,4,3,5,5,3,4,6,1,6,2,6,4,4,1,2,2,2,1,1,1,1,1,2,1,3,43,51,40,46,24,60,17,221,57
18,0,0,1,0,16,0,4,6,2,2,4,4,2,2,2,3,4,5,3,4,4,1,5,4,4,2,2,4,5,5,5,4,2,5,3,5,3,2,3,3,2,6,5,4,2,2,2,3,2,2,5,1,2,4,3,1,4,2,6,6,2,1,5,1,3,2,6,3,2,2,3,2,3,2,4,2,5,3,1,2,4,46,34,19,28,26,46,31,184,44
19,1,0,1,2,16,0,6,6,6,6,6,4,5,4,4,4,5,5,6,6,6,2,6,4,6,6,1,5,4,6,6,6,4,2,3,4,6,4,4,5,3,6,5,5,4,4,3,4,4,5,6,1,5,4,2,6,6,1,3,6,5,1,1,6,3,1,6,6,3,3,3,2,3,1,4,2,3,3,4,6,1,74,56,33,30,35,45,32,260,68
20,1,0,1,6, ,0,4,2,2,4,5,5,1,2,1,1,5,6,2,3,4,3,4,6,2,4,2,4,5,6,4,4,4,2,5,4,2,3,3,5,1,4,4,4,4,3,3,3,5,3,2,5,3,5,1,2,4,4,5,3,4,4,4,4,4,4,4,4,2,3,2,1,1,1,2,3,2,2,2,3,3,38,38,21,36,27,55,22,182,48
19,0,0,1, , ,0,2,1,5,3,2,5,3,4,5,1,4,5,4,3,5,2,4,5,6,4,4,6,5,4,2,1,4,2,5,6,4,3,5,3,1,4,5,5,2,4,4,2,5,3,2,4,2,3,1,3,2,4,5,4,2,1,4,3,2,1,4,5,2,1,2,2,2,3,2,2,2,4,2,3,2,45,27,34,30,19,51,26,181,43
19,0,0,1,0,15,0,6,5,1,4,6,5,5,1,2,1,4,3,4,4,4,6,6,5,1,3,2,3,1,5,6,2,4,1,6,2,4,3,4,2,5,6,1,3,5,2,6,6,4,2,5,6,6,6,3,2,5,1,4,3,2,6,1,1,5,2,4,4,6,5,2,4,2,2,1,6,3,1,3,6,3,42,41,20,49,39,44,33,224,61
20,1,0,1,4,16,0,5,2,4,4,4,5,2,4,4,1,4,4,3,4,4,2,3,4,4,4,2,4,5,5,3,5,4,1,5,5,3,3,4,4,1,5,5,4,3,4,2,2,4,2,4,2,2,3,1,3,2,1,5,4,4,1,5,3,4,1,4,5,2,2,2,3,3,2,2,2,3,4,2,2,2,41,42,28,21,22,50,27,181,46
18,0,0,2, ,15,0,5,6,6,2,4,4,1,2,6,1,2,6,2,3,6,2,6,1,1,4,1,5,4,6,3,5,4,1,5,4,4,2,3,3,1,4,3,4,3,5,1,4,4,1,2,1,5,4,1,3,4,1,6,3,5,1,5,1,4,1,2,6,3,3,3,1,6,1,2,4,3,3,1,2,1,34,39,35,17,28,50,27,180,38
25,0,0,1,6,12,0,5,5,3,3,5,4,3,4,3,1,5,5,5,3,2,1,5,4,5,5,3,2,4,5,4,5,3,1,2,1,6,4,3,4,5,6,3,6,3,3,2,5,4,6,4,2,2,5,1,3,3,1,5,5,3,2,3,2,3,1,4,5,3,6,3,2,3,2,5,4,3,2,2,4,2,58,42,19,26,34,45,32,211,55
18,0,0,1, , ,0,5,2,4,1,2,1,2,2,5,1,6,5,3,1,4,1,5,5,3,2,3,5,6,5,2,6,5,1,5,6,5,1,5,3,2,5,5,5,4,4,1,3,4,4,3,5,5,4,1,1,5,1,6,5,6,1,2,2,5,1,6,5,1,1,6,2,2,2,2,2,3,3,1,5,2,43,40,32,20,27,47,30,192,41
22,0,0,1,8,12,0,4,3,4,1,1,4,2,1,2,1,1,6,2,2,2,1,1,4,3,2,1,1,6,6,3,3,2,1,5,5,4,1,1,2,1,2,6,5,4,3,1,1,2,1,2,1,1,3,1,1,2,1,6,2,3,1,6,2,4,1,5,6,1,2,3,1,3,1,2,1,5,4,1,1,1,35,28,15,13,9,54,23,123,26
19,0,0,1, ,12,0,2,5,5,2,3,5,4,1,4,2,2,5,5,2,4,3,4,5,4,3,2,4,4,5,4,2,4,2,5,4,5,5,4,5,4,4,4,4,2,4,3,2,5,4,2,2,4,3,2,3,2,3,5,5,2,2,5,4,2,2,5,5,3,3,2,2,2,2,2,3,2,4,2,2,2,57,25,29,32,22,52,25,190,47
 ,1,0,1, , ,0,2,1,2,3,3,2,2,2,1,1,3,2,2,3,3,3,1,2,4,2,1,2,3,3,3,1,1,2,2,2,2,1,1,2,3,2,1,6,2,1,2,1,6,3,3,2,3,5,1,3,2,2,5,4,1,2,5,3,2,1,3,6,4,5,5,5,5,4,5,6,1,2,2,2,1,38,21,11,27,18,39,38,153,35
18,0,0,1,0,13,0,4,6,3,6,4,4,1,4,2,4,4,3,4,4,6,2,5,4,3,4,1,4,5,5,4,4,4,2,2,3,6,3,4,2,2,5,4,6,4,3,6,5,4,6,4,4,4,4,4,5,2,3,4,5,2,1,4,1,3,1,2,3,2,4,3,4,3,2,5,3,3,3,3,3,4,51,38,26,38,31,41,36,220,60
21,0,0,1,8,12,0,6,5,4,3,6,2,3,4,2,4,6,2,2,5,3,1,4,1,4,5,1,3,5,3,5,6,5,5,2,2,2,3,2,5,5,6,3,5,3,3,2,4,2,3,6,3,4,3,4,5,4,2,3,6,5,1,3,4,5,2,4,2,2,5,5,5,6,4,5,4,5,4,4,4,5,53,52,22,35,35,26,51,248,61
27,1,0,1,5,15,0,3,4,4,4,2,3,3,4,3,4,5,2,5,2,2,3,3,4,3,3,3,5,6,3,3,2,4,4,4,3,3,4,3,5,2,5,5,4,4,5,4,4,4,3,5,4,3,5,5,5,5,4,3,3,2,2,4,5,5,5,3,2,1,4,4,5,3,4,3,2,3,2,4,3,5,49,39,26,45,26,39,38,223,57
19,1,0,2,2,17,0,4,3,3,4,4,5,2,3,4,4,4,4,5,3,4,2,4,5,5,3,4,4,5,4,5,4,4,1,5,4,5,3,4,2,4,2,5,5,4,4,2,2,5,4,3,4,2,5,4,2,3,2,5,4,2,1,3,3,2,1,3,5,2,3,2,3,2,3,2,2,2,2,2,4,2,48,34,27,35,21,51,26,191,42
20,0,0,1,2,12,0,5,2,4,6,6,6,5,2,5,4,5,6,5,4,6,1,6,5,6,6,1,6,1,6,6,2,5,1,4,1,5,2,6,1,5,5,4,3,6,5,6,5,5,5,4,1,5,5,1,5,4,3,6,6,2,6,5,1,5,4,2,5,6,6,1,1,2,1,3,3,2,2,1,2,2,52,42,37,45,38,57,20,234,68
22,0,0,1,7,15,0,4,5,5,2,5,5,1,1,4,1,4,5,4,1,4,1,2,3,1,1,1,4,5,4,1,3,1,1,5,4,4,1,4,3,1,4,4,3,1,3,1,1,5,3,3,4,2,1,1,1,1,1,2,3,3,1,5,1,1,1,1,5,2,3,2,2,4,3,2,3,2,6,5,2,2,31,20,25,18,21,44,33,148,26
24,0, ,4,6,11,0,4,2,3,4,2,6,3,4,4,1,3,5,4,3,4,1,4,4,4,3,2,3,5,4,4,2,3,1,5,4,3,2,1,1,1,1,5,4,2,2,2,2,5,3,2,1,1,5,1,4,3,3,6,3,3,1,6,3,3,1,4,5,2,3,1,2,3,3,2,2,2,2,1,1,2,42,31,20,21,16,56,21,151,36
24,0,0,2,8,12,0,4,4,4,3,4,4,3,4,4,2,3,4,3,3,2,4,3,4,4,2,3,4,4,3,4,3,4,4,3,2,3,4,5,3,4,3,3,3,4,3,2,4,3,4,5,4,3,3,4,5,4,4,5,4,3,4,5,4,5,4,4,4,3,5,3,3,3,4,4,4,4,4,2,2,3,48,41,26,45,25,41,36,221,60
18,0,0,2, ,17,0,3,3,3,4,4,4,3,4,6,5,5,5,5,4,4,3,4,2,1,1,1,1,2,2,4,4,3,3,3,3,3,6,6,4,4,4,4,4,4,4,3,3,5,4,4,3,3,4,3,6,5,5,6,1,1,1,1,1,1,1,1,1,5,4,3,2,5,5,4,3,2,3,1,6,6,40,37,27,41,27,37,40,212,54
18,1,1,6,0,8,0,3,3,4,3,4,4,4,3,3,4,3,3,3,4,3,4,3,3,3,3,4,3,4,4,4,3,3,3,3,4,3,4,3,4,4,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,4,4,5,5,5,3,3,3,4,4,3,4,4,4,3,4,4,2,46,37,23,46,23,38,39,214,53
20,0,0,4,4,16,0,5,5,6,3,5,4,5,4,5,2,3,5,4,5,5,3,2,3,5,4,2,4,3,4,2,1,1,1,4,3,3,2,2,4,4,3,5,3,3,3,2,3,4,3,2,3,3,3,1,1,3,2,4,4,2,2,4,2,4,1,2,5,4,4,3,2,4,3,3,2,3,4,3,3,2,43,35,26,30,23,45,32,189,37
20,1,0,4,2,12,0,6,3,3,3,5,4,3,2,3,2,5,3,2,1,4,2,3,4,4,4,1,4,4,5,4,2,3,2,6,3,4,3,3,2,1,3,4,5,4,3,3,2,4,3,3,1,2,4,1,1,1,1,5,2,2,2,2,2,2,1,4,6,3,4,3,4,3,2,1,3,3,3,2,5,1,39,30,23,23,24,47,30,169,36
24,0,0,6,10,12,0,5,5,5,2,5,4,3,3,5,2,4,5,3,5,5,2,2,2,4,4,2,4,4,4,2,3,3,2,4,4,3,4,4,4,4,4,3,3,3,3,2,2,4,3,3,2,4,2,2,2,2,2,4,3,4,2,2,2,4,2,4,4,3,3,3,2,5,3,3,4,3,5,3,5,3,41,40,29,29,24,38,39,202,45
18,0,1, , ,15,0,5,6,6,2,6,5,4,3,6,1,4,6,6,3,6,5,4,3,6,6,2,6,5,6,5,5,5,1,5,6,6,2,6,3,4,5,5,4,5,6,3,5,4,5,5,4,1,2,3,3,4,3,6,6,5,1,5,2,4,1,4,6,2,1,2,1,4,1,2,2,3,5,1,2,1,60,47,41,32,26,53,24,230,56
20,0,0,2,4,18,0,6,1,3,1,5,6,1,1,4,1,2,6,5,3,1,1,5,1,1,1,1,5,6,5,1,1,1,4,6,6,5,4,3,1,1,3,6,1,1,1,1,1,6,1,2,1,4,2,1,2,2,1,6,1,1,1,6,1,2,1,1,5,1,1,1,1,6,2,1,1,1,5,1,1,2,22,24,18,16,21,55,22,123,27
23,0,0,2,123,15,0,3,3,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,5,5,4,4,5,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,46,36,23,42,23,37,40,210,51
18,1,0,1,.5,16,0,6,6,6,4,6,4,3,1,6,1,6,5,6,3,6,3,4,6,5,6,1,6,3,6,6,1,6,3,6,4,5,2,6,6,5,6,4,5,2,6,3,2,2,6,5,4,4,5,3,2,1,5,6,6,1,3,4,2,1,3,4,6,4,3,3,2,1,1,1,3,5,2,1,3,1,62,29,42,42,31,54,23,229,54
18,1,0,2,0,12,0,5,4,3,4,3,3,3,4,2,4,3,4,4,2,4,3,5,4,3,5,4,3,2,3,4,3,5,4,4,3,2,4,3,3,4,3,2,4,4,5,4,5,5,6,4,3,4,6,3,3,2,3,4,4,3,6,4,4,3,1,2,1,5,4,4,3,3,4,3,5,2,1,3,3,6,46,39,25,48,27,40,37,222,59
18,0,0,1,1,4,0,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,3,4,3,4,4,3,3,3,4,3,3,4,4,3,4,4,4,4,4,46,39,24,45,22,36,41,217,53
34,0,0,1,8,10,0,6,2,1,2,5,5,4,1,2,1,2,5,5,2,5,2,3,5,5,2,1,2,6,5,1,1,1,1,6,5,1,2,2,4,1,2,4,2,3,3,2,3,5,1,3,3,1,1,1,1,1,1,3,2,1,1,6,1,1,1,1,6,1,2,2,2,2,2,1,3,2,6,4,1,1,30,23,16,18,18,51,26,131,24
18,1,0,1,1, ,0,5,2,3,1,4,4,1,1,3,1,3,4,3,1,4,2,5,3,1,2,1,1,6,4,1,2,1,1,6,3,5,2,1,2,1,6,4,1,4,4,1,4,6,2,4,2,4,2,1,1,1,1,6,1,1,1,6,1,1,1,1,4,1,4,3,3,4,3,1,3,1,5,1,1,3,22,24,17,15,30,49,28,136,28
18,0,0,1,0,13,0,5,5,5,3,5,4,5,5,5,4,3,4,5,5,5,3,4,4,5,5,3,5,4,3,4,4,5,3,3,4,5,5,5,5,3,5,4,5,5,5,4,3,3,5,5,5,3,3,3,4,4,3,4,5,5,3,5,5,5,3,5,4,3,3,3,3,3,4,4,3,4,4,3,2,3,63,53,35,43,26,41,36,256,67
18,0,0,1,0,15,0,6,3,4,6,2,5,2,2,4,1,4,4,4,3,6,2,3,3,4,4,5,5,4,4,2,5,3,1,3,4,4,2,4,4,3,2,5,5,4,3,4,2,3,4,4,2,2,3,1,2,3,4,4,3,3,2,5,2,3,1,1,6,3,3,2,3,4,3,4,2,4,4,3,2,1,40,39,29,35,18,45,32,193,43
19,0,0,2,2,19,0,1,5,3,4,5,5,3,3,5,3,6,5,6,4,2,2,5,1,6,5,2,5,5,6,6,2,4,1,4,2,6,6,5,5,6,5,1,3,5,5,2,4,5,3,5,3,6,2,2,4,5,2,3,5,2,2,6,2,6,2,5,5,2,5,2,2,6,1,3,6,2,5,4,1,2,59,44,29,33,36,43,34,235,61
20,1,0,1,4,17,0,5,2,3,4,5,6,1,3,4,2,4,5,3,4,4,5,6,4,1,4,1,4,4,6,4,3,5,1,5,4,3,3,4,4,3,5,4,4,2,4,4,2,4,3,4,6,2,4,2,1,3,4,3,4,3,4,5,1,3,3,6,4,3,3,1,2,3,1,2,3,3,3,4,2,3,37,37,28,42,27,50,27,198,49
20,0,0,1,2,13,0,4,6,5,3,5,4,1,3,5,3,5,5,6,3,5,5,6,4,2,3,2,6,6,5,3,2,4,1,4,5,6,3,4,2,4,5,4,4,4,5,2,3,3,3,2,4,4,4,3,2,1,1,5,2,2,1,5,1,1,1,1,4,1,2,3,2,3,2,3,3,4,3,2,2,3,39,28,34,31,30,47,30,192,40
20,0,0,1,4,13,0,2,2,6,2,2,6,2,2,5,3,5,5,5,2,5,2,6,4,5,5,2,5,5,5,5,2,2,2,6,6,6,2,5,2,2,2,5,5,5,5,2,2,6,6,2,2,2,4,2,2,2,5,5,5,2,2,6,1,1,1,1,6,2,1,1,2,3,2,1,2,1,3,2,1,1,47,27,33,29,20,58,19,175,37
18,0,0,1,0,12,0,6,6,6,2,3,4,6,4,5,1,2,5,6,6,5,5,1,1,4,5,2,6,5,6,6,5,5,1,4,5,5,3,6,6,1,1,4,1,4,5,1,1,3,1,4,4,1,1,1,2,4,1,6,6,4,1,3,1,2,1,3,6,2,2,3,2,6,1,3,3,4,6,1,4,1,53,47,38,23,11,43,34,206,43
 ,1,0,1,6,10,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,3,3,4,3,1,1,4,4,4,1,1,1,1,1,1,2,5,3,3,4,3,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,6,6,6,2,6,6,6,29,24,17,24,8,20,57,159,31
18,0,0,1,0, ,0,4,2,4,4,4,6,2,2,3,1,5,6,3,2,4,3,3,5,3,2,1,2,5,6,2,4,2,1,6,4,2,2,2,4,1,3,6,4,3,1,2,3,5,2,3,4,4,4,1,2,2,1,4,2,4,2,5,1,2,1,2,6,2,3,1,1,2,1,1,1,2,3,3,2,1,31,30,18,24,25,59,18,146,31
20,0,1,1,5,28,0,6,4,5,6,6,4,1,1,4,4,3,3,2,3,4,1,1,4,4,4,4,4,3,5,5,2,4,3,3,4,5,2,4,2,4,2,4,3,3,4,6,1,4,2,3,2,4,3,3,2,3,2,5,4,1,4,4,2,2,2,2,6,4,3,3,4,3,2,4,3,3,4,2,3,1,38,30,29,45,20,45,32,194,46
24,1,0,1, ,15,0,4,4,4,2,3,5,3,2,3,1,3,3,5,3,4,2,4,4,5,3,2,4,4,4,5,3,4,1,3,4,5,3,4,5,2,3,4,5,4,4,2,2,3,4,4,3,3,4,2,2,3,3,4,5,4,2,4,3,3,1,5,3,3,3,2,4,3,3,4,3,4,3,3,3,4,56,36,27,26,21,41,36,202,48
22,0,0,1,8,2,0,5,6,5,4,4,4,2,4,3,4,5,3,5,4,5,4,2,4,4,5,2,4,5,4,3,6,4,3,2,3,4,2,4,4,4,4,4,4,2,4,3,2,3,3,4,3,3,4,3,4,3,2,5,5,4,2,4,2,4,1,5,4,2,4,3,4,3,3,5,3,4,3,2,3,3,51,43,29,37,24,41,36,220,50
33,0,0,1,5,6,0,4,6,5,4,4,5,3,3,5,4,4,5,5,4,5,2,3,4,5,6,4,6,4,5,5,3,6,1,5,5,5,2,5,5,5,3,5,6,4,5,4,3,4,3,4,4,2,2,3,4,4,4,5,5,4,3,5,5,3,3,6,5,3,2,2,2,3,2,2,2,3,5,2,2,2,63,41,37,44,21,50,27,233,56
21,1,0,1,3,16,0,4,3,3,4,3,4,3,4,2,3,2,3,3,3,4,5,5,5,5,4,3,2,3,3,3,4,4,3,4,5,5,5,4,4,5,3,5,4,3,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,3,3,4,5,5,4,4,2,3,4,2,4,3,2,2,3,2,4,3,52,45,24,54,24,45,32,231,59
21,0,1,1,4,6,0,4,2,3,5,5,3,1,3,3,1,4,4,4,4,4,2,3,4,3,3,2,4,2,4,4,4,3,1,5,5,4,3,3,4,1,4,5,4,4,3,5,3,3,3,2,2,2,3,1,2,3,4,5,5,3,4,5,2,3,1,3,4,5,2,4,3,3,3,2,2,4,4,2,2,3,41,36,23,34,23,45,32,189,47
20,0,0,1,2,13,0,4,2,4,4,4,4,3,3,4,3,5,4,4,3,5,3,5,4,4,4,3,4,5,4,2,3,2,1,4,4,3,2,4,1,2,4,5,3,2,3,3,1,4,3,2,2,4,3,1,2,2,2,5,3,2,2,5,2,2,2,3,5,2,3,3,3,3,3,3,2,3,4,2,2,2,35,29,26,30,26,47,30,176,37
19,1,0,1,0,5,0,5,2,3,4,4,5,1,2,5,4,5,4,3,2,3,4,4,5,1,3,2,5,3,6,2,4,3,3,4,3,3,3,3,2,6,4,5,1,5,3,4,3,4,3,4,5,3,5,4,1,2,3,5,3,3,3,4,1,3,4,2,5,4,4,2,3,2,1,3,2,3,2,2,3,2,25,36,25,50,27,52,25,188,42
23,0,0,1,8,13,0,4,5,2,4,5,6,3,1,3,4,5,5,4,2,2,1,5,3,5,4,1,6,6,4,3,4,4,3,4,6,3,3,4,4,4,4,3,4,4,4,4,5,5,4,3,2,5,3,2,5,3,2,5,3,3,2,3,3,2,4,4,4,1,1,1,2,4,3,3,4,2,4,2,4,3,50,33,25,34,30,45,32,204,51
18,0,0,1,0,15,0,3,3,4,2,6,4,2,5,5,4,6,4,5,3,4,2,5,3,4,3,1,5,5,3,4,4,3,2,4,5,5,2,5,2,1,6,3,5,4,4,2,5,4,5,3,1,6,4,1,2,2,2,4,4,3,1,4,3,3,1,4,2,2,2,3,3,4,4,3,4,3,3,3,3,5,48,35,30,22,36,39,38,209,50
18,0,0,1,1, ,0,5,4,4,5,4,4,2,3,3,2,3,4,4,4,4,3,3,3,4,4,3,4,3,5,4,5,4,4,4,3,5,4,4,3,3,4,4,4,4,3,5,4,4,4,4,3,4,4,4,5,4,2,4,4,3,5,4,2,3,3,3,3,4,4,3,3,4,2,3,3,3,3,3,3,4,48,43,26,46,26,43,34,223,59
23,0,0,1,8,15,0,5,5,5,3,5,4,4,3,4,2,5,4,4,4,4,4,3,4,3,4,2,4,5,4,4,4,4,3,4,5,3,3,3,3,2,4,4,5,4,3,3,3,3,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,3,3,4,3,2,2,3,3,3,3,3,3,4,3,4,3,4,49,42,27,37,26,41,36,217,51
19,0,1,1,0,13,0,5,4,3,1,6,5,5,2,4,5,6,3,5,3,4,1,6,2,6,3,2,4,5,2,5,1,2,6,1,1,4,4,4,3,2,6,1,3,4,4,1,6,2,5,3,2,6,2,3,2,3,2,4,6,2,2,2,3,4,4,5,2,2,6,2,4,5,5,6,6,5,5,3,5,5,56,34,25,33,42,26,51,241,56
21,0,0,4,5,12,0,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,4,4,3,3,3,4,47,39,24,46,23,40,37,216,53
19,0,0,1,0,15,0,4,1,3,2,5,5,2,2,2,1,2,5,2,2,2,3,4,6,1,3,1,2,5,6,1,4,2,1,4,4,2,3,2,1,4,4,4,1,2,2,1,3,6,1,2,4,4,6,1,3,3,1,4,2,2,1,4,1,2,1,2,4,2,3,2,2,1,1,3,3,1,1,3,3,3,20,29,15,23,25,54,23,135,31
21,0,0,1,4,12,0,4,1,5,2,6,6,2,2,3,2,6,4,5,2,4,3,6,4,5,4,4,4,5,5,4,4,4,2,4,1,4,3,6,4,4,6,5,4,5,4,2,5,4,4,4,4,4,4,2,2,4,3,4,3,4,2,5,3,4,2,4,5,2,6,1,3,3,2,3,2,3,3,3,2,2,45,40,30,34,39,50,27,215,54
21,0,0,1,9,15,0,5,4,2,3,4,4,2,3,2,1,2,5,2,3,3,2,4,5,3,3,2,3,5,5,2,4,3,3,4,4,3,3,3,3,2,2,5,4,3,3,2,2,5,3,3,4,3,4,2,3,3,2,5,3,3,2,4,2,3,2,2,5,2,3,3,2,2,2,3,2,2,3,2,3,2,36,36,19,29,20,51,26,166,39
19,0,0,1,2,15,0,4,5,3,2,4,4,4,2,3,1,4,2,4,3,4,2,4,3,4,4,3,4,4,5,5,4,4,2,4,3,5,3,4,4,3,4,3,3,3,3,3,3,4,5,3,2,4,3,2,4,3,2,4,5,3,3,3,4,3,3,5,4,3,4,3,5,4,2,3,4,3,4,3,4,3,57,35,25,31,27,39,38,213,54
18,0,1, , ,5,0,4,2,5,4,5,2,1,4,5,5,2,5,4,2,2,4,4,2,1,1,3,3,4,1,1,2,1,2,6,6,2,2,3,1,2,1,3,1,1,3,2,4,3,1,1,1,1,5,2,1,2,4,6,5,2,2,5,1,3,2,1,6,3,1,5,2,5,6,1,4,4,2,1,2,1,22,24,22,36,18,44,33,155,26
19,0,1,6,2,16,0,4,6,6,5,6,1,3,2,6,6,6,6,4,2,6,3,3,6,6,6,1,6,6,6,5,6,6,1,6,1,1,1,6,5,1,6,6,6,1,6,2,6,6,6,6,1,6,6,1,6,2,2,6,6,2,1,5,5,2,1,5,6,1,6,6,1,1,1,1,1,1,1,1,2,1,64,34,42,26,39,60,17,222,61
27,1,0,1,4,12,0,2,1,2,2,4,5,1,1,5,2,4,5,1,3,4,3,4,4,1,2,4,4,4,6,2,3,2,5,6,6,4,1,5,2,4,4,6,5,4,3,2,3,4,2,2,2,4,3,1,2,1,2,5,1,3,2,5,1,1,2,2,6,3,1,2,2,3,1,1,1,3,4,2,2,1,25,23,25,34,24,55,22,153,33
18,0,1, ,1,9,0,4,1,3,2,5,6,1,1,6,1,4,6,2,2,5,1,5,5,1,2,1,5,6,6,1,5,2,1,6,5,4,1,5,1,1,5,6,1,2,1,1,2,6,1,5,1,6,6,1,1,3,1,6,1,1,1,6,1,2,1,1,6,1,2,1,1,2,1,1,1,1,1,1,1,1,17,28,27,14,29,65,12,127,31
32,1,0,1,6,15,0,2,6,3,5,4,5,5,2,3,6,3,4,3,2,5,1,4,3,3,3,4,2,4,3,4,2,3,4,2,4,3,4,3,3,2,3,4,5,3,4,3,4,2,5,4,3,3,4,2,3,4,3,3,2,4,3,2,3,3,2,4,3,3,3,2,3,4,4,5,3,5,3,4,5,4,49,33,23,41,24,35,42,212,52
20,0, ,2,3,12,0,6,5,3,4,5,4,6,2,3,4,4,6,1,6,3,4,4,2,4,5,2,4,4,5,5,4,2,3,4,5,2,4,3,5,5,3,4,4,6,3,2,2,5,4,5,2,2,2,2,4,4,2,6,4,3,2,4,3,3,1,5,6,3,2,3,1,5,2,3,3,2,5,1,3,1,52,48,21,36,22,48,29,208,51
19,0,1, ,3,16,0,5,1,4,2,5,5,1,2,5,1,6,5,3,3,5,2,2,1,5,4,1,5,5,2,2,3,4,4,6,3,2,3,4,3,4,4,5,5,3,3,2,1,2,2,1,2,5,2,1,3,3,2,5,4,1,1,5,2,2,1,4,2,2,4,2,2,6,5,1,2,5,5,2,2,5,37,30,30,25,27,40,37,186,35
18,0,0,1,0,10,0,4,5,4,4,5,6,4,2,3,5,5,5,5,3,3,3,5,4,5,3,2,3,4,4,4,2,2,3,4,2,2,2,3,5,4,6,3,4,3,3,4,3,4,5,5,6,5,4,1,3,5,2,4,5,4,5,3,2,4,2,4,2,3,5,1,2,3,3,3,4,3,3,3,4,5,53,37,21,44,34,43,34,223,54
18,0,0,1, , ,0,3,2,3,4,5,6,3,1,4,4,6,5,6,3,4,5,5,5,3,4,4,3,4,4,3,2,4,2,5,3,5,3,3,2,6,5,3,4,5,3,4,3,4,4,5,6,4,3,3,3,4,4,4,4,3,4,3,2,3,3,4,3,3,4,1,2,2,3,2,4,3,4,3,4,4,45,36,24,52,32,45,32,221,51
18,1,1, ,0, ,0,5,2,5,2,4,4,1,1,4,1,1,6,6,5,1,5,1,4,1,1,4,6,5,6,5,4,3,1,6,6,6,2,5,2,6,5,6,2,1,2,1,1,1,1,2,4,4,1,6,4,2,1,1,1,2,1,1,1,2,3,3,6,2,1,3,1,3,1,1,1,6,6,6,6,1,35,27,26,37,17,42,35,177,39
