Age,Gender,Ethnicity,Race,Semestrs,Credits,Suspic,MEAQ01,MEAQ02,MEAQ03,MEAQ04,MEAQ05,MEAQ06,MEAQ07,MEAQ08,MEAQ09,MEAQ10,MEAQ11,MEAQ12,MEAQ13,MEAQ14,MEAQ15,MEAQ16,MEAQ17,MEAQ18,MEAQ19,MEAQ20,MEAQ21,MEAQ22,MEAQ23,MEAQ24,MEAQ25,MEAQ26,MEAQ27,MEAQ28,MEAQ29,MEAQ30,MEAQ31,MEAQ32,MEAQ33,MEAQ34,MEAQ35,MEAQ36,MEAQ37,MEAQ38,MEAQ39,MEAQ40,MEAQ41,MEAQ42,MEAQ43,MEAQ44,MEAQ45,MEAQ46,MEAQ47,MEAQ48,MEAQ49,MEAQ50,MEAQ51,MEAQ52,MEAQ53,MEAQ54,MEAQ55,MEAQ56,MEAQ57,MEAQ58,MEAQ59,MEAQ60,MEAQ61,MEAQ62,MEAQ23RV,MEAQ30RV,MEAQ6RV,MEAQ12RV,MEAQ18RV,MEAQ24RV,MEAQ29RV,MEAQ37RV,MEAQ43RV,MEAQ48RV,MEAQ53RV,MEAQ57RV,MEAQ62RV,EADEVAL,EABEHAV,EADISTRA,EAREPRES,EAPROCRA,EATOLERA,EATOLREV,MEAQTOT,MEAQBV
18,0,0,1,1,15,0,6,3.70180227488089,4,1,6,6,1,2,4,1,5,4,5,4,4,1,6,4,6,5,1,5,6,5,4,2,6,1,5,5,6,4,6,6,1,4,4,5,3,5,1,3,2,3,2,3,2,2,1,1,1,1,5,5,1,1,5,4,4,1,6,5,1,2,1,3,3,2,2,3,5,5,2,2,2,55.7018022748809,34,34,15,28,47,30,196.701802274881,49
23,0,0,4,58,13,0,5,6,4,4,3,6,5,2,4,2,2,5,5,2,3,2,3,3,5,4,2.26159105010945,4,5,3,2,3,3,2,6,5,3,3,4,3,2,2,6,3,4,4,2,4,5,4,2,1,3,3,1,5,3,2,4,6,5,2,5,5,3,1,1,4,2,2,1,2,4,4,1,1,2,4,3,2,3,53,36,26,25.2615910501095,19,50,27,186.261591050109,44
19,0,1,1,1,12,0,5,6,5,3,4,5,5,5,5,2,4,5,5,5.01585168368928,5,6,3,4,5,5,5,5,6,5,6,5,5,2,5,5,5,3,5,5,6,5,5,4,3,4,3,4,5,3,5,6,3,4,4,5,5,3,4,5,3,2,4,5,4,3,4,6,1,2,2,2,3,2,2,2,2,3,3,3,1,63,48.0158516836893,34,46,25,52,25,241.015851683689,62.0158516836893
23,0,0,4,9,16,0,4,6,5,2,6,4,4,2,4,5,6,4,4.43749602692375,2,5,1,6,5,4,5,2,5,4,5,5,1,4,4,5,2,4,3,5,4,5,6,3,2,3,4,2,5,4,3,4,2,6,3,4,3,3,2,5,6,2,2,3,4,4,4,5,4,3,5,3,3,2,2,2,4,3,4,2,4,3,54.4374960269238,33,32,38,40,45,32,229.437496026924,54
20,0,0,1,4,15,0,5,6,5,6,6,5,1,2,5,5,6,3,5,5,4,1,1,2,5,4,2,5,5,2,4,3,5,5,1,2,6,5,5,3,6,6,6,3,5,4.7909002823521,4,3,2,4,5,6,4,1,6,5,6,3,4,5,6,3,2,1,5,6,3,4,2,5,2,4,5,5,6,1,5,6,3,5,3,51,51,33.7909002823521,55,31,32,45,266.790900282352,66
21,1,0,1,4,10,0,2,4,4,5,2,6,1,1,3,1,3,6,5.01320562642673,5,4,6,1,6,5,4,1,5,4,6,3,1,4,1,2,6,6,2,4,2,4,1,6,6,5,4,2,1,6,3,2,1,1,5,1,2,1,3,6,6,1,2,3,2,2,2,3,6,3,1,1,1,1,1,5,1,1,2,1,4,1,48.0132056264267,26,28,32,10,58,19,163.013205626427,40
19,0,1,1,2,15,0,4,4,4,3,3,3,4,5,2,3.62234250572446,5,2,2,4,4,3,5,5,5,5,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,3,4,4,4,4,3,5,4,3,4,4,3,4,4,3,3,4,3,3,3,4,3,3,3,4,5,2,3,3,3,3,3,3,3,4,48,42,23,41.6223425057245,28,41,36,218.622342505724,50
28,0,0,1, ,12,0,6,2,4,3,5,6,1,2,6,1,4,5,5,5,4,1,6,4,4,3,1,5,5,4,1,3,1,1,4,5,4,4,4,3,1,3,5,3,4,5,3,3,5,2,3,1,2,2,1,3,3,2,6,3.07612406664712,3,3,5,1,3,1,3,2,2,2,1,2,3,3,3,2,2,5,1,2,5,35.0761240666471,39,29,21,25,48,29,178.076124066647,42
18,0, ,6, , ,0,2,1,1,5,1,1,6,5,1,6,5,6,6,2.97725639471665,5,4,2,5,5,5,2,5,5,5,5,1,4.04538019849542,1,5,5,5,5,5,2,5,5,3,2,5,5,1,5,5,2,4,4,2,5,2,2,5,2,5,2,4,3,4,1,1,2,2,5,2,2,6,1,2,2,2,4,2,2,2,3,2,41,39.9772563947166,26.0453801984954,39,22,49,28,196.022636593212,48.0226365932121
22,0,0,1,8,16,0,1,2,4,1,5,6,2,1,6,1,5,5,4,1,4,2,4,6,1,1,1,4,6,6,1,1,4,1,6,5,5,1,5,2,2.25927463013927,4,5,3,1,4,1,1.67214646822923,3,1,1,2,2,6,1,6,1,1,6,4,4,1,5,1,2,1,4,6,1,2,1,2,1,1,1,2,4,1,1,2,1,36,15,31,16.2592746301393,23.6721464682292,60,17,138.931421098369,31.6721464682292
23,0,0,6,12,18,0,4,4,4,4,4,4,3,4,2,2,2,4,4,4,3,3,3,3,3,3,3,3,4,4,2,4,3,3,4,3.63218053464039,3,3,2,4,3,3,3,4,1,4,4,4,2,4,4,4,3.03232037933618,3,3,3,2,3,3,3,3,3,4,3,3,2,2,3,3,3.36781946535961,3,3,4,3,3,4,5,4,4,3,4,42,35,21,40,22.4001398446958,37,40,200.400139844696,48
 ,1,1,6, , ,0,6,2,3,1,3,6,1,1,3,1,2,4,3,1,2,2,4.54131710306151,3.42204959332667,5,2,2,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,6,3,3,2,4,4,1,2,4,1,6,3,1,1,6,1,3,4,6,6,4,4,1,3,3.57795040667333,5,4,4,1,3,1,1,1,37,31,20,26,22.5413171030615,49.4220495933267,27.5779504066733,164.119267509735,35
23,1, ,1,6,14,0,6,1,1,1,1,6,1,1,2,1,1,6,2,1,1,3,1,6,2.94879803581901,2.96042866154687,1,1,6,6,1,1,4,1,6,6,1,1,1,1,1,1,6,2,4,1,1,1,6,1,1,2,1,2,1,1,1,1,6,1,1,1,6,1,2,1,1,6,1,1,1,1,1,1,1,1,1,5,1,1,1,16.948798035819,21.9604286615469,11,16,7,62,15,87.9092266973659,19
19,0,0,1,2,9,0,3,4,4,3,6,4,1,1,4,1,5,4,4,2,5,1,5,4,4,5,2,4,5,4,5,1,6,5,5,2,5,4,4.38216239717085,1,2,4,3,6,3,3,2,5,2,4,4,4,5,3.74542788607926,3,4,3,3,4,4,2,1,4,3,2,2,3,4,2,5,3,3,3,3,2,4,5,3.25457211392074,3,3,3,48,30,30.3821623971709,31,35,41.7454278860793,35.2545721139207,209.636734511092,52.3821623971709
20,1,1, ,2,4,0,2,1,5,4,4,6,1,2,5,4,5,4,5,3,4,1,5,3,1,4,3,4,4,4,3,3,4,2,4,3,5,2,4,1,2,5,5,3.76206286908003,3,4,3,4,4,3,3,2,4,4,2,3,2,3.07432412245625,2,4,2,2,5,1,2,2,3,5,3,4,1,3,4,3,3,2,3,3,5,2,2,34.76206286908,28,30,33.0743241224562,31,46,31,187.836386991536,45
31,1,1,6,0,15,0,5,4,4,1,4,4.2559488334503,4,2,1,1,1,4,4,4,1,1,1,4,1,3,1,4,4,4,4,4,1,.974965430608564,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2.7440511665497,3,3,3,5,6,6,6,6,6,6,27,24,13,14.9749654306086,12,24.2559488334503,52.7440511665497,143.719016597158,25
23,1,0,1,6,9,0,4,2,3,3.69138361315684,5,4,2,3,3,2,4,2,4,3,4,6,2,2,4,3,2.81964748765673,5,2,6,3,2.89797232250173,4,1,2,5,6,3,3,2,4,4,6,2,2,3,4,3,5,4,4,2,3,3,2,2,4,2,3,6,2,2,1,4,2,2,3,2,5,2,3,5,5,1,5,1,2,4,4,6,5,44,32.8979723225017,25,38.5110311008136,23,36,41,204.409003423315,50
20,0,0,1,2,12,0,4,6,5,4,4,5,2,2,4,4,5,4,5,3,5,3.75008585532021,4,4,4,5,3,4,4,4,4,5,4,5,4,2,5,1,5,3,5,5,4,3,4,4,4,4,4,4,5,4,3,4,3,4,4,3,5,5.25554209166509,4,4.01302713842019,4,3,5,5,6,4,3,5,2,3,3,3,3,3,3,3,2,3,3,54.2555420916651,42,31,50.7631129937404,30,46,31,239.018655085405,58.0130271384202
19,0,1,6,3,15,0,3,4,5,6,4.24298789599328,4,3,2,1,2,3,3,3,5,4,4,6,1,2,3,3,3,4,4,4,3,4,3,4.06820923092528,2,2,2,3,6,6,6,6,5,5,4,3,3,4,3,3,4,4.27850546998454,2,2,3,4,4,3,2,3,4,5,5,5,4,3,3,3,5,3,4,6,3,2.93179076907472,1,3,5,4,2,4,45,38,24,48,31.5214933659778,39.0682092309253,37.9317907690747,224.453284135053,55.9317907690747
27,1,0,1,3,12,0,3,6,5,2,5,5,1,3,5,4,6,4,6,3,5,4,5,3,4,2,3,4,5,3.8324308815013,4,3,4,4,3,3,4,2,4,2.66055333926732,3,5,3,4,3.97265070330678,4,3,3,4,2,4,4,3,3,4,3,4,2,4,3,3,4,5,2,3,3,4,3,2,4,2,3,4,3.1675691184987,4,4,3,4,3,2,4,45.6605533392673,33.9726507033068,31,42,31,40.8324308815013,36.1675691184987,219.800773161073,50
20,0,1,2,3,15,0,6,4,4,3,5,3,4,4,5,1,4,4,3.67897085304566,3,3,3,4,4,4,5,5,5,5,5,4,3,4,1,4,4,3,4,3.73873633685902,5,1,5,3,3,3,4,2,2,4.08145478953968,3,3,4,3,4,3,4,6,1,4,6,3,1,3,3,4,3,5,4,2,3,4,3,3,2,3,4,2.91854521046032,3,3,4,3,51.6789708530457,44,28.738736336859,30,26,42.0814547895397,34.9185452104603,215.336252400365,48.738736336859
18,1,0,2, ,15,0,6,1,4,4,4,6,1,1,6,4,5,6,4,2,3,2,2,5,2,2,5,5,5,6,6,4,4,1,6,6,6,4,6,4,2,1,6,5,5,6,1,2,6,4,4,2,2,6,2.10524857225454,1.30726072033784,2,2.80904832266858,6,4,3,3,6,1,1,1,6,6,2,1,1,1,2,1,1,1,1,1,1,1,1,45.3072607203378,34,34,31.9142968949231,17,65,12,174.221557615261,41.3072607203378
21,0,0,1,4,18,0,2,2,3,3,4,5,5,3,4,3.05311216122377,3,3,3,4,3.70577475547925,2,2,3,3,3,4,4,4,3,3,2.77224729955011,3,3,4,4,4,4,4,5,2.80655277584356,3,3,3,4,4,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,4,3.35302011379715,3,4,3,3,3,3,2,4,4,4,3,4,4,5,4,3,4,43.3530201137972,34.7722472995501,25.7057747554793,39.8596649370673,20,36,41,204.690707105894,49.3530201137972
